id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval
1124,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,4,FALSE,1,790,790,16206,16,1093,804,61,0.0126,116,86,50,0.0179,42248,46326463.02,2853.23,402,236,54,0.009
1125,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,5,FALSE,1,804,804,16206,16,1088,805,63,0.0117,113,78,47,0.0145,42248,36528479.49,2348.89,378,219,53,0.0112
1126,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,6,FALSE,1,791,791,16206,16,966,681,54,0.0127,94,71,45,0.0175,42248,29681009.53,1984.09,367,209,51,0.0112
1127,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,7,FALSE,1,786,786,16206,17,1000,681,51,0.0107,103,73,50,0.0138,42248,24668029.51,1708.10,404,244,50,0.0099
1128,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,8,FALSE,1,808,808,16206,16,1044,724,54,0.011,88,66,44,0.0149,42248,20867591.71,1492.27,371,195,46,0.0087
1129,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,9,FALSE,1,818,818,16206,16,972,662,63,0.0133,85,63,45,0.0179,42248,17906611.69,1319.13,398,199,49,0.0091
112,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,770,770,16206,16,1277,838,70,0.0121,96,70,41,0.0156,42248,8505458.78,485.90,335,209,45,0.0099
1130,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,10,FALSE,1,792,792,16206,16,964,679,62,0.012,89,67,45,0.0159,42248,15548281.94,1177.37,427,234,52,0.0095
1131,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,11,FALSE,1,806,806,16206,16,1166,871,54,0.012,118,90,46,0.0177,42248,13635446.39,1059.35,403,224,49,0.0078
1132,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,12,FALSE,1,800,800,16206,16,1067,754,65,0.0133,120,85,43,0.0185,42248,12059986.34,959.70,404,239,55,0.0099
1133,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,13,FALSE,1,792,792,16206,16,972,740,63,0.0126,121,83,42,0.014,42248,10745274.99,874.56,398,237,50,0.0098
1134,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor,14,FALSE,1,789,789,16206,16,973,710,57,0.0132,90,64,38,0.0128,42248,9635629.25,801.06,344,212,40,0.0087
1135,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,1,FALSE,1,805,805,16206,16,844,591,53,0.0109,112,86,50,0.0179,42248,134355024.44,7180.42,345,243,47,0.0104
1136,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,2,FALSE,1,801,801,16206,16,930,631,57,0.0108,127,91,44,0.0155,42248,81171782.46,4591.27,459,312,52,0.0134
1137,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,3,FALSE,1,790,790,16206,16,897,685,55,0.0106,115,82,42,0.0192,42248,54171468.09,3251.93,349,230,43,0.0108
1138,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,4,FALSE,1,786,786,16206,16,902,650,55,0.0118,108,72,37,0.0148,42248,38585255.33,2451.79,349,254,42,0.0109
1139,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,5,FALSE,1,792,792,16206,16,821,576,49,0.0108,101,70,39,0.0167,42248,28769649.96,1927.34,359,254,43,0.0121
113,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,1,FALSE,1,798,798,16206,16,918,615,64,0.0119,93,64,42,0.0169,42248,178550962.50,9980.41,423,250,52,0.0114
1140,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,6,FALSE,1,774,774,16206,16,968,683,53,0.0118,137,100,41,0.0172,42248,22190793.51,1561.01,403,295,46,0.0117
1141,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,7,FALSE,1,783,783,16206,16,851,603,54,0.0134,103,75,40,0.0186,42248,17570906.08,1293.07,351,223,44,0.0117
1142,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,8,FALSE,1,779,779,16206,16,902,605,53,0.0124,95,75,34,0.0168,42248,14207128.18,1090.16,425,273,59,0.0131
1143,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,9,FALSE,1,797,797,16206,16,730,480,45,0.0122,121,94,40,0.021,42248,11686035.55,932.25,411,270,51,0.0127
1144,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,10,FALSE,1,811,811,16206,16,787,543,56,0.0116,67,55,34,0.0184,42248,9751195.59,806.65,368,243,51,0.0127
1145,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,11,FALSE,1,795,795,16206,16,699,494,48,0.0115,106,76,42,0.0192,42248,8236569.03,704.93,402,247,46,0.0114
1146,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,12,FALSE,1,794,794,16206,16,706,532,53,0.0114,101,71,45,0.0175,42248,7030764.30,621.30,398,233,44,0.0119
1147,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,13,FALSE,1,783,783,16206,17,728,542,53,0.0121,82,65,33,0.0179,42248,6056792.66,551.63,355,249,41,0.0124
1148,signed,1,TRUE,TRUE,FALSE,FALSE,combat,bicor,14,FALSE,1,776,776,16206,17,771,547,47,0.0134,64,51,37,0.0132,42248,5260075.56,492.95,366,231,45,0.0119
1149,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,1,FALSE,1,798,798,16206,16,628,488,46,0.0142,67,54,30,0.017,42248,134753981.26,7238.23,317,178,38,0.0105
114,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,2,FALSE,1,791,791,16206,16,908,559,71,0.0125,102,71,50,0.0184,42248,130690724.72,7794.93,486,289,59,0.0137
1150,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,2,FALSE,1,782,782,16206,16,576,406,47,0.013,69,53,32,0.0175,42248,81137912.07,4586.72,300,189,46,0.0107
1151,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,3,FALSE,1,797,797,16206,16,577,422,49,0.0138,82,57,34,0.0146,42248,53881356.07,3208.11,301,186,44,0.0108
1152,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,4,FALSE,1,800,800,16206,16,561,397,45,0.0129,80,60,39,0.0181,42248,38187632.37,2389.25,314,207,40,0.011
1153,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,5,FALSE,1,800,800,16206,16,590,420,50,0.0139,70,53,32,0.0182,42248,28343635.79,1857.38,313,201,39,0.0101
1154,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,6,FALSE,1,799,799,16206,16,683,502,51,0.0139,84,65,38,0.0155,42248,21775322.56,1489.51,378,251,44,0.0107
1155,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,7,FALSE,1,810,810,16206,16,818,618,47,0.0125,74,60,35,0.0219,42248,17184211.60,1223.08,327,198,33,0.0086
1156,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,8,FALSE,1,796,796,16206,16,737,553,48,0.0135,96,63,42,0.0187,42248,13856782.98,1023.22,317,175,38,0.0077
1157,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,9,FALSE,1,789,789,16206,16,765,560,51,0.0126,71,52,33,0.0176,42248,11374049.76,869.13,321,178,42,0.0086
1158,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,10,FALSE,1,801,801,16206,16,861,675,46,0.0162,84,62,39,0.018,42248,9476685.86,747.64,324,205,36,0.0117
1159,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,11,FALSE,1,788,788,16206,16,847,652,49,0.0142,89,64,36,0.0155,42248,7997204.48,650.08,337,210,32,0.0113
115,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,3,FALSE,1,797,797,16206,16,1020,613,70,0.0121,92,67,45,0.0165,42248,100544009.11,6328.73,434,263,56,0.0118
1160,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,12,FALSE,1,781,781,16206,16,725,506,54,0.0135,77,56,42,0.0185,42248,6823568.23,570.50,310,171,41,0.0093
1161,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,13,FALSE,1,808,808,16206,16,851,635,51,0.0137,87,72,39,0.0188,42248,5878590.00,504.71,356,229,37,0.0127
1162,signed,1,TRUE,TRUE,FALSE,FALSE,combat,spearman,14,FALSE,1,787,787,16206,16,741,568,44,0.0136,68,56,34,0.0197,42248,5107739.14,449.69,303,193,29,0.0142
1163,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,1,FALSE,1,833,833,16206,16,1271,886,77,0.0132,87,66,40,0.018,42248,135461331.22,7146.95,365,234,55,0.0109
1164,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,2,FALSE,1,809,809,16206,15,1144,825,70,0.0109,93,73,39,0.0151,42248,83358580.55,4599.56,444,304,55,0.0127
1165,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,3,FALSE,1,806,806,16206,15,1090,744,79,0.0138,79,58,38,0.0133,42248,56771423.66,3282.60,355,253,44,0.011
1166,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,4,FALSE,1,808,808,16206,16,1128,756,69,0.0112,70,53,39,0.0114,42248,40858015.15,2468.43,391,260,55,0.011
1167,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,810,810,16206,15.5,1187,855,74,0.0127,90,60,40,0.0136,42248,30358545.99,1911.23,419,289,52,0.0129
1168,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,781,781,16206,16,1339,932,77,0.0128,100,66,46,0.0166,42248,23032781.88,1508.22,379,235,50,0.0104
1169,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,790,790,16206,16,1283,924,72,0.0132,83,57,38,0.0156,42248,17748396.06,1207.19,359,254,47,0.0113
116,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,4,FALSE,1,802,802,16206,16,1116,763,74,0.0119,87,67,40,0.0179,42248,80153333.29,5282.42,445,275,54,0.0107
1170,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,806,806,16206,16,1286,905,69,0.0125,79,58,37,0.014,42248,13852224.37,977.53,360,243,49,0.0101
1171,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,776,776,16206,17,1390,909,64,0.015,75,56,40,0.016,42248,10932782.84,799.54,350,222,49,0.0131
1172,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,10,FALSE,1,821,821,16206,16,1085,748,71,0.0132,84,54,35,0.0156,42248,8716216.12,659.81,364,234,44,0.011
1173,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,11,FALSE,1,807,807,16206,16,1121,802,74,0.014,105,70,39,0.0169,42248,7013886.37,548.88,395,264,46,0.0112
1174,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,12,FALSE,1,808,808,16206,15,1091,704,78,0.0134,101,69,43,0.0174,42248,5692838.87,459.94,409,250,54,0.0111
1175,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,13,FALSE,1,803,803,16206,16,1139,814,68,0.0121,95,70,40,0.0202,42248,4657780.19,387.99,371,272,53,0.012
1176,signed,1,TRUE,TRUE,FALSE,FALSE,combat,cor-dist,14,FALSE,1,815,815,16206,16,1204,841,74,0.0129,109,68,36,0.015,42248,3839487.33,329.30,393,251,52,0.0101
1177,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,1,FALSE,1,794,794,16206,16,886,650,46,0.0102,84,61,39,0.017,42248,131565911.01,6987.17,357,203,45,0.0097
1178,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,2,FALSE,1,767,767,16206,17,870,638,53,0.0111,64,45,35,0.0142,42248,82514054.50,4632.87,363,195,49,0.0092
1179,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,3,FALSE,1,784,784,16206,16,789,597,51,0.0108,90,64,32,0.0155,42248,58039422.16,3436.20,377,231,46,0.009
117,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,5,FALSE,1,821,821,16206,16,963,661,71,0.012,91,70,40,0.0178,42248,65625901.41,4501.62,410,254,61,0.0102
1180,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,4,FALSE,1,816,816,16206,16,833,646,60,0.0117,77,62,33,0.0168,42248,43617475.24,2705.72,376,246,48,0.0115
1181,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,5,FALSE,1,806,806,16206,16,790,590,51,0.0132,97,59,38,0.0203,42248,34202396.81,2210.66,361,230,52,0.0122
1182,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,6,FALSE,1,806,806,16206,16,731,532,56,0.0116,91,62,39,0.014,42248,27627915.18,1852.45,366,224,50,0.01
1183,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,7,FALSE,1,796,796,16206,16,952,754,53,0.0126,96,70,34,0.0203,42248,22815924.47,1581.49,306,207,43,0.0091
1184,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,8,FALSE,1,808,808,16206,16,799,610,47,0.0105,82,54,33,0.015,42248,19169700.07,1369.85,356,213,41,0.0114
1185,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,9,FALSE,1,805,805,16206,16,864,625,49,0.0118,85,55,42,0.0177,42248,16332020.98,1200.43,391,223,46,0.0096
1186,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,10,FALSE,1,805,805,16206,16,780,580,53,0.0117,87,61,35,0.0168,42248,14075979.13,1062.16,316,192,42,0.0105
1187,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,11,FALSE,1,833,833,16206,16,807,624,54,0.0118,93,64,38,0.0181,42248,12250655.85,947.48,330,188,48,0.0109
1188,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,12,FALSE,1,808,808,16206,16,904,669,61,0.0114,95,63,40,0.0172,42248,10751930.88,851.11,373,206,51,0.0118
1189,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,13,FALSE,1,803,803,16206,16,848,625,54,0.0111,108,84,35,0.0182,42248,9505795.74,769.19,358,198,50,0.0103
118,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,6,FALSE,1,812,812,16206,16,1032,733,76,0.0137,87,65,42,0.0157,42248,54859714.65,3898.90,454,266,66,0.0114
1190,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor,14,FALSE,1,819,819,16206,16,779,627,50,0.0119,94,69,34,0.016,42248,8458323.63,698.86,300,191,46,0.0119
1191,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,1,FALSE,1,792,792,16206,16,868,710,54,0.0143,98,67,40,0.0175,42248,131822480.84,6991.29,340,211,48,0.0093
1192,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,2,FALSE,1,796,796,16206,16,782,651,52,0.0133,89,67,38,0.0128,42248,79279831.36,4416.78,278,160,45,0.0085
1193,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,3,FALSE,1,805,805,16206,16,978,802,60,0.0134,86,63,36,0.0156,42248,52971662.37,3106.50,329,206,52,0.0084
1194,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,4,FALSE,1,768,768,16206,16,723,563,56,0.0129,90,72,39,0.0148,42248,37834135.44,2329.30,330,204,47,0.0127
1195,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,5,FALSE,1,805,805,16206,16,872,700,53,0.0118,107,76,37,0.0146,42248,28282766.85,1821.74,405,268,48,0.0096
1196,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,6,FALSE,1,804,804,16206,16,792,587,53,0.0133,94,77,37,0.0164,42248,21855940.15,1468.10,345,209,54,0.011
1197,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,7,FALSE,1,826,826,16206,16,856,671,55,0.0121,107,77,41,0.0219,42248,17323502.38,1210.05,352,198,51,0.0135
1198,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,8,FALSE,1,833,833,16206,15,920,709,53,0.0123,87,68,35,0.0113,42248,14010571.88,1015.10,401,233,58,0.0107
1199,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,9,FALSE,1,795,795,16206,16,852,624,50,0.0125,105,70,42,0.0118,42248,11519646.59,863.79,356,205,52,0.0102
119,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,7,FALSE,1,818,818,16206,15,1030,704,73,0.0149,95,67,42,0.0195,42248,46630195.88,3421.12,440,258,65,0.0119
11,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,11,FALSE,1,789,789,16203,17,994,685,70,0.0129,105,75,40,0.0158,42248,34548242.86,2842.41,372,202,49,0.0103
1200,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,10,FALSE,1,832,832,16206,15,741,566,46,0.0123,86,58,33,0.0122,42248,9603291.98,743.76,368,187,49,0.0109
1201,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,11,FALSE,1,822,822,16206,16,844,677,50,0.0149,99,73,38,0.0202,42248,8100558.13,646.85,372,212,49,0.0085
1202,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,12,FALSE,1,834,834,16206,15,749,608,58,0.0144,96,64,40,0.0167,42248,6902938.46,567.40,309,209,50,0.0104
1203,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,13,FALSE,1,840,840,16206,15,853,682,56,0.015,137,87,45,0.0184,42248,5935080.43,501.43,328,218,49,0.0103
1204,signed,1,TRUE,TRUE,FALSE,TRUE,none,bicor,14,FALSE,1,818,818,16206,15,715,576,49,0.0145,123,80,37,0.0197,42248,5143330.18,446.04,257,169,41,0.0097
1205,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,1,FALSE,1,787,787,16206,16,718,624,48,0.0135,70,48,27,0.0162,42248,131566027.13,6992.42,333,214,39,0.0114
1206,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,2,FALSE,1,790,790,16206,16,700,638,45,0.014,84,61,32,0.0182,42248,78269357.81,4348.40,282,190,30,0.0094
1207,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,3,FALSE,1,797,797,16206,17,690,639,50,0.0151,84,66,32,0.0207,42248,51620528.66,3001.61,286,185,28,0.0101
1208,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,4,FALSE,1,808,808,16206,16,747,591,53,0.0154,70,57,29,0.0201,42248,36404621.03,2210.96,345,208,37,0.0119
1209,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,5,FALSE,1,801,801,16206,16,664,609,54,0.0143,82,63,31,0.0223,42248,26900718.96,1701.85,303,199,35,0.0117
120,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,8,FALSE,1,804,804,16206,16,1091,702,68,0.0149,87,60,45,0.0163,42248,40180421.24,3034.19,479,262,63,0.0112
1210,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,6,FALSE,1,778,778,16206,16,628,534,55,0.0145,80,64,31,0.0189,42248,20574929.56,1352.45,280,195,33,0.0104
1211,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,7,FALSE,1,786,786,16206,16,662,598,50,0.0155,73,58,30,0.0169,42248,16161762.55,1101.27,287,212,39,0.0119
1212,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,8,FALSE,1,794,794,16206,16,803,662,57,0.0155,69,53,32,0.0201,42248,12969463.97,914.21,309,218,41,0.0144
1213,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,9,FALSE,1,820,820,16206,15,609,480,49,0.0158,119,87,37,0.022,42248,10592766.75,770.96,313,219,36,0.0153
1214,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,10,FALSE,1,807,807,16206,16,629,485,55,0.0148,67,57,28,0.0179,42248,8781008.93,658.74,274,204,33,0.0126
1215,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,11,FALSE,1,829,829,16206,16,762,607,59,0.0148,70,58,28,0.0178,42248,7372285.99,569.16,301,208,38,0.0126
1216,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,12,FALSE,1,815,815,16206,16,596,524,50,0.013,77,63,36,0.0185,42248,6258258.95,496.48,244,180,36,0.0121
1217,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,13,FALSE,1,804,804,16206,16,598,538,42,0.011,82,61,33,0.0176,42248,5364268.43,436.71,262,191,33,0.0094
1218,signed,1,TRUE,TRUE,FALSE,TRUE,none,spearman,14,FALSE,1,801,801,16206,16,669,530,49,0.0138,72,58,30,0.0163,42248,4637566.69,386.95,307,211,36,0.0135
1219,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,1,FALSE,1,772,772,16206,16,1148,736,75,0.0128,88,56,41,0.0159,42248,131607788.04,6979.25,375,264,51,0.0119
121,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,9,FALSE,1,784,784,16206,16,1071,683,70,0.0146,91,61,44,0.0177,42248,35019969.87,2715.23,456,240,64,0.011
1220,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,2,FALSE,1,787,787,16206,16,1127,752,63,0.013,93,65,47,0.0131,42248,79577005.21,4434.35,310,211,47,0.0117
1221,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,3,FALSE,1,803,803,16206,16,1211,768,70,0.0134,114,70,45,0.0141,42248,53655671.28,3141.20,407,258,54,0.0112
1222,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,4,FALSE,1,782,782,16206,16,1223,795,73,0.0142,85,61,39,0.012,42248,38368218.35,2348.46,331,234,50,0.0107
1223,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,5,FALSE,1,787,787,16206,16,1067,679,70,0.0128,103,68,41,0.0136,42248,28364659.81,1808.04,345,236,49,0.0111
1224,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,6,FALSE,1,774,774,16206,16,1830,1253,81,0.0156,129,84,47,0.0158,42248,21419185.74,1418.18,460,313,54,0.0098
1225,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,7,FALSE,1,777,777,16206,16,1529,1071,74,0.0142,83,57,36,0.0121,42248,16426915.48,1127.76,338,204,48,0.0093
1226,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,8,FALSE,1,784,784,16206,16.5,1402,880,80,0.0134,100,62,43,0.0136,42248,12757730.87,906.93,402,245,52,0.0105
1227,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,9,FALSE,1,785,785,16206,17,1353,892,79,0.0149,96,64,46,0.0152,42248,10017134.34,736.47,416,223,53,0.0112
1228,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,10,FALSE,1,794,794,16206,16,1329,874,77,0.0142,77,53,40,0.0143,42248,7943426.34,603.28,393,240,54,0.013
1229,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,11,FALSE,1,797,797,16206,16,1328,795,81,0.0131,109,70,49,0.0161,42248,6356666.28,498.11,445,246,55,0.0115
122,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,10,FALSE,1,803,803,16206,16,1128,760,70,0.0141,102,75,46,0.0185,42248,30818695.17,2448.36,448,258,63,0.0114
1230,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,12,FALSE,1,788,788,16206,16,1664,1013,77,0.0139,102,66,51,0.0155,42248,5130184.08,414.28,380,229,53,0.0114
1231,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,13,FALSE,1,826,826,16206,16,1162,703,78,0.0142,86,54,42,0.0125,42248,4173289.28,346.86,394,238,52,0.0102
1232,signed,1,TRUE,TRUE,FALSE,TRUE,none,cor-dist,14,FALSE,1,797,797,16206,16,1160,743,80,0.0134,123,72,44,0.0179,42248,3420179.95,292.23,431,250,65,0.0093
1233,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,1,FALSE,1,787,787,16206,16,815,599,49,0.0101,72,53,29,0.0137,42248,131627285.01,6950.20,296,187,43,0.0119
1234,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,2,FALSE,1,773,773,16206,16,589,421,39,0.0117,70,52,33,0.0171,42248,85165060.39,4744.95,273,152,37,0.0104
1235,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,3,FALSE,1,775,775,16206,16,908,656,52,0.0122,84,63,33,0.0199,42248,62001668.06,3626.44,268,157,40,0.0089
1236,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,4,FALSE,1,783,783,16206,16,1014,733,50,0.0114,73,51,32,0.0151,42248,48091948.52,2932.25,374,221,47,0.0099
1237,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,5,FALSE,1,780,780,16206,16,816,613,40,0.0101,65,47,26,0.0132,42248,38785768.50,2452.28,285,197,40,0.0128
1238,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,6,FALSE,1,795,795,16206,16,917,693,47,0.0102,77,56,28,0.0122,42248,32123079.48,2098.09,301,206,39,0.0096
1239,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,7,FALSE,1,803,803,16206,16,1004,756,46,0.0104,73,48,28,0.0099,42248,27129559.35,1825.17,338,224,48,0.0107
123,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,11,FALSE,1,806,806,16206,16,1007,627,63,0.0143,85,63,43,0.0163,42248,27347176.30,2222.21,583,353,58,0.0119
1240,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,8,FALSE,1,781,781,16206,16,1006,764,47,0.0101,74,50,26,0.0117,42248,23261522.17,1608.27,271,198,40,0.01
1241,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,9,FALSE,1,793,793,16206,16,982,761,48,0.0097,76,54,30,0.0141,42248,20189305.09,1431.81,289,219,40,0.0093
1242,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,10,FALSE,1,784,784,16206,16,890,685,53,0.0101,75,51,26,0.0108,42248,17700363.27,1285.57,337,210,49,0.0104
1243,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,11,FALSE,1,774,774,16206,16,905,678,40,0.0106,80,55,32,0.0121,42248,15651105.22,1162.55,321,175,40,0.0082
1244,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,12,FALSE,1,789,789,16206,16,881,619,49,0.0116,77,59,35,0.0162,42248,13940902.95,1057.74,366,188,48,0.011
1245,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,13,FALSE,1,785,785,16206,16,1007,779,51,0.01,72,54,32,0.0104,42248,12497125.65,967.51,310,220,46,0.0101
1246,signed,1,TRUE,TRUE,FALSE,TRUE,limma,cor,14,FALSE,1,773,773,16206,16,966,738,40,0.0097,66,48,30,0.0124,42248,11266059.88,889.10,319,217,44,0.0115
1247,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,1,FALSE,1,823,823,16206,16,748,488,45,0.0122,46,30,25,0.0201,42248,131854197.03,6951.13,289,134,33,0.0094
1248,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,2,FALSE,1,833,833,16206,15,766,495,46,0.0112,44,32,25,0.0229,42248,81627142.87,4517.80,306,154,41,0.0104
