id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval
402,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,10,FALSE,1,789,789,16206,16,1087,787,63,0.0102,91,67,38,0.0181,42248,46439031.20,3317.07,327,170,42,0.0127
403,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,11,FALSE,1,788,788,16206,16,882,610,62,0.0121,110,76,42,0.0192,42248,42409568.15,3065.54,323,187,51,0.013
404,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,12,FALSE,1,794,794,16206,16,990,686,67,0.0119,95,67,47,0.0179,42248,38937178.25,2845.34,368,168,50,0.0106
405,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,13,FALSE,1,820,820,16206,16,970,643,56,0.0125,89,59,42,0.0188,42248,35915946.90,2651.01,372,184,51,0.011
406,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,14,FALSE,1,813,813,16206,16,1046,715,65,0.0115,99,66,43,0.0186,42248,33265212.72,2478.28,413,198,56,0.0132
407,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,1,FALSE,1,786,786,16206,16,684,485,58,0.0126,68,51,37,0.0127,42248,184238094.56,10324.30,301,145,44,0.0103
408,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,2,FALSE,1,785,785,16206,16,818,575,57,0.0113,103,80,49,0.0151,42248,139659490.28,8306.94,351,166,44,0.0108
409,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,3,FALSE,1,786,786,16206,16,747,524,60,0.0126,85,65,38,0.0142,42248,111206891.14,6919.00,338,163,47,0.0122
40,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,12,FALSE,1,789,789,16203,16,869,648,57,0.0133,92,68,41,0.0185,42248,32164638.45,2756.73,290,196,44,0.011
410,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,4,FALSE,1,788,788,16206,16,668,495,51,0.0117,86,66,39,0.0171,42248,91555735.10,5902.56,333,183,43,0.0122
411,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,5,FALSE,1,789,789,16206,16,604,427,58,0.0125,100,76,39,0.0175,42248,77204732.21,5124.86,357,186,44,0.0135
412,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,6,FALSE,1,793,793,16206,16,695,487,64,0.0144,93,70,41,0.0181,42248,66287235.79,4510.37,324,175,46,0.0125
413,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,7,FALSE,1,803,803,16206,16,744,508,65,0.0137,99,73,43,0.0146,42248,57720511.38,4012.69,350,180,48,0.01
414,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,8,FALSE,1,808,808,16206,16,700,474,60,0.0129,92,67,40,0.0168,42248,50833683.87,3601.68,375,213,45,0.0141
415,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,9,FALSE,1,824,824,16206,16,764,530,69,0.0138,94,73,42,0.0152,42248,45188725.70,3256.81,331,174,45,0.0099
416,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,10,FALSE,1,816,816,16206,16,752,536,60,0.0114,84,62,35,0.0117,42248,40487320.99,2963.61,300,186,42,0.0128
417,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,11,FALSE,1,811,811,16206,16,881,675,62,0.0134,87,66,37,0.0195,42248,36519174.12,2711.54,323,166,39,0.01
418,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,12,FALSE,1,813,813,16206,16,884,670,62,0.0132,97,72,40,0.0148,42248,33131732.97,2492.76,373,209,49,0.0117
419,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,13,FALSE,1,799,799,16206,16,844,636,66,0.0123,94,73,43,0.0151,42248,30211633.71,2301.29,398,223,48,0.013
41,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,13,FALSE,1,795,795,16203,16,810,593,60,0.0151,79,61,34,0.0185,42248,29262384.34,2555.72,314,214,40,0.0144
420,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,14,FALSE,1,803,803,16206,16,787,563,60,0.0122,83,62,39,0.0182,42248,27672884.46,2132.51,380,225,53,0.0132
421,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,1,FALSE,1,767,767,16206,17,651,533,49,0.0174,57,45,37,0.0183,42248,187010706.98,10495.41,211,114,35,0.0177
422,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,2,FALSE,1,775,775,16206,17,428,332,49,0.0149,49,40,34,0.0168,42248,143176130.72,8527.50,248,152,44,0.0185
423,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,3,FALSE,1,742,742,16206,17,419,309,47,0.0166,52,39,34,0.0175,42248,114890620.96,7152.17,236,118,40,0.0162
424,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,4,FALSE,1,762,762,16206,17,523,393,54,0.0173,60,48,38,0.0193,42248,95220178.41,6135.51,256,122,38,0.0157
425,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,5,FALSE,1,761,761,16206,17,479,396,50,0.0155,56,46,34,0.0217,42248,80784767.35,5352.67,243,151,42,0.0168
426,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,6,FALSE,1,789,789,16206,16,590,480,55,0.0168,62,47,33,0.018,42248,69760481.34,4731.13,277,166,43,0.018
427,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,7,FALSE,1,785,785,16206,16,654,545,55,0.0166,61,46,32,0.0192,42248,61081215.14,4225.83,253,131,38,0.0156
428,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,8,FALSE,1,786,786,16206,17,671,548,54,0.0163,61,45,33,0.0153,42248,54082962.68,3807.24,266,157,39,0.0146
429,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,9,FALSE,1,779,779,16206,17,580,472,53,0.0168,68,55,33,0.0224,42248,48330555.23,3455.11,251,132,37,0.0169
42,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,14,FALSE,1,774,774,16203,17,776,539,52,0.014,86,66,39,0.0224,42248,26749654.71,2377.87,316,197,42,0.0144
430,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,10,FALSE,1,761,761,16206,16,438,340,48,0.0162,57,45,34,0.0219,42248,43526771.49,3155.11,245,115,42,0.0145
431,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,11,FALSE,1,788,788,16206,16,631,528,53,0.0148,65,51,37,0.0218,42248,39461602.18,2896.74,270,161,40,0.0148
432,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,12,FALSE,1,775,775,16206,17,487,420,53,0.0177,54,41,41,0.0188,42248,35982407.34,2672.14,252,119,39,0.0135
433,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,13,FALSE,1,781,781,16206,17,545,442,51,0.0153,74,56,47,0.0205,42248,32975567.81,2475.31,267,137,40,0.0148
434,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,14,FALSE,1,773,773,16206,16,670,546,61,0.0153,60,47,39,0.0225,42248,30354769.80,2301.58,283,158,43,0.0178
435,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,808,808,16206,16,958,646,65,0.0123,82,63,35,0.0217,42248,183664142.55,10336.44,335,185,47,0.0118
436,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,783,783,16206,16,930,632,62,0.0103,98,67,40,0.0179,42248,139103480.51,8319.50,340,215,53,0.0139
437,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,803,803,16206,16,1098,754,60,0.0107,137,93,41,0.0194,42248,109994541.95,6886.66,366,235,59,0.0138
438,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,791,791,16206,16,944,638,67,0.0124,88,66,34,0.017,42248,89165396.81,5797.78,321,192,47,0.0103
439,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,800,800,16206,16,875,590,68,0.013,68,54,37,0.0149,42248,73469911.20,4939.46,330,209,57,0.0131
43,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,1,FALSE,1,790,790,16203,16,1242,785,79,0.0132,144,97,54,0.0169,42248,178733761.71,9738.54,413,247,57,0.0088
440,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,790,790,16206,16,1036,753,66,0.0129,72,57,32,0.0161,42248,61282299.13,4248.01,338,225,54,0.0146
441,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,770,770,16206,16,833,576,55,0.014,88,63,38,0.0159,42248,51633722.41,3682.63,299,184,55,0.0104
442,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,787,787,16206,16,985,678,71,0.0117,95,72,40,0.0166,42248,43886118.46,3214.92,350,204,53,0.0133
443,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,795,795,16206,16,930,607,60,0.0135,145,116,31,0.0187,42248,37592614.70,2824.19,364,230,47,0.0141
444,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,777,777,16206,16,916,552,59,0.0116,115,87,34,0.0157,42248,32428573.98,2494.90,322,192,45,0.0106
445,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,775,775,16206,16,1036,640,64,0.0118,106,71,39,0.0169,42248,28152681.03,2215.18,333,210,44,0.011
446,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,790,790,16206,16,890,589,69,0.0122,85,53,34,0.0203,42248,24582658.35,1975.87,332,183,53,0.0128
447,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,785,785,16206,16,810,534,59,0.011,89,60,31,0.0153,42248,21579081.90,1769.76,300,167,41,0.0089
448,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,803,803,16206,16,688,481,61,0.0113,73,58,37,0.0186,42248,19034151.11,1591.17,290,178,48,0.0093
449,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,1,FALSE,1,790,790,16206,16,1115,760,62,0.0144,115,73,45,0.0157,42248,182310498.62,10136.29,381,213,48,0.0078
44,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,2,FALSE,1,736,736,16203,17,1128,757,80,0.014,87,65,44,0.0134,42248,130097967.26,7264.76,414,228,54,0.0086
450,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,2,FALSE,1,773,773,16206,17,1073,754,66,0.0139,112,81,47,0.0164,42248,137356131.40,8078.40,392,236,53,0.0083
451,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,3,FALSE,1,764,764,16206,17,1227,904,65,0.0116,115,78,43,0.0165,42248,109038374.91,6698.27,369,225,45,0.0092
452,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,4,FALSE,1,780,780,16206,16,1119,787,62,0.0121,120,84,47,0.0173,42248,89688198.87,5706.21,342,210,49,0.008
453,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,5,FALSE,1,771,771,16206,17,1261,837,76,0.0123,84,62,43,0.0131,42248,75677759.51,4957.37,408,234,57,0.0073
454,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,6,FALSE,1,771,771,16206,16,1227,875,70,0.011,121,79,47,0.0151,42248,65091287.82,4371.32,376,230,50,0.009
455,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,7,FALSE,1,773,773,16206,16,1171,797,69,0.0111,86,56,44,0.0146,42248,56827404.04,3899.78,346,191,52,0.0074
456,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,8,FALSE,1,779,779,16206,16,1344,984,74,0.0123,91,61,44,0.0129,42248,50209446.76,3511.97,419,243,61,0.0076
457,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,9,FALSE,1,780,780,16206,16,1309,895,72,0.0123,117,83,49,0.0137,42248,44799201.03,3187.35,433,261,53,0.0081
458,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,10,FALSE,1,783,783,16206,16,1419,918,77,0.0121,102,68,43,0.0134,42248,40300553.85,2911.64,468,287,58,0.0095
459,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,11,FALSE,1,784,784,16206,16,1340,848,69,0.0128,103,70,40,0.0124,42248,36506318.32,2674.60,422,252,52,0.0104
45,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,3,FALSE,1,769,769,16203,17,1543,1096,77,0.0133,133,90,54,0.0159,42248,97875749.87,5533.29,447,277,49,0.0116
460,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,12,FALSE,1,773,773,16206,17,1264,848,71,0.0115,98,71,39,0.0122,42248,33267256.30,2468.68,405,236,52,0.0084
461,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,13,FALSE,1,778,778,16206,16,1128,746,61,0.0117,101,71,40,0.0125,42248,30473197.16,2288.19,417,243,48,0.0079
462,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,14,FALSE,1,774,774,16206,16,1110,811,74,0.0125,100,64,42,0.0123,42248,28041079.89,2128.75,471,280,64,0.0106
463,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,1,FALSE,1,784,784,16206,16,1127,838,68,0.0116,88,65,40,0.0168,42248,181650718.00,10087.77,418,265,59,0.0131
464,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,2,FALSE,1,766,766,16206,16,967,729,63,0.0117,78,59,40,0.0151,42248,134858728.34,7926.68,314,205,54,0.0123
465,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,3,FALSE,1,790,790,16206,16,848,670,65,0.0123,85,59,38,0.0172,42248,105068935.67,6459.05,362,250,56,0.0129
466,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,4,FALSE,1,771,771,16206,16,908,745,63,0.0116,81,61,39,0.0178,42248,84713334.79,5401.80,347,225,58,0.0126
467,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,5,FALSE,1,788,788,16206,16,1097,838,64,0.0126,78,61,36,0.018,42248,70054044.16,4606.35,401,269,55,0.015
468,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,6,FALSE,1,773,773,16206,16,1122,874,70,0.0142,91,67,40,0.0196,42248,59067505.27,3987.83,408,238,49,0.0125
469,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,7,FALSE,1,777,777,16206,16,867,684,69,0.0133,74,60,40,0.0182,42248,50574179.42,3494.35,374,225,47,0.0113
46,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,4,FALSE,1,788,788,16203,17,1268,872,73,0.0131,89,68,46,0.0136,42248,74964746.99,4270.14,375,239,49,0.0097
470,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,8,FALSE,1,799,799,16206,16,967,750,71,0.0139,79,63,38,0.0156,42248,43844162.13,3092.46,299,203,46,0.0113
471,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,9,FALSE,1,784,784,16206,16,941,727,64,0.0137,74,60,35,0.0173,42248,38403257.30,2759.61,288,203,42,0.0119
472,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,10,FALSE,1,772,772,16206,16,851,624,69,0.0142,74,63,32,0.0119,42248,33930810.11,2480.06,324,214,47,0.0105
473,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,11,FALSE,1,801,801,16206,16,857,646,68,0.0147,83,59,36,0.0163,42248,30202645.83,2242.48,352,217,54,0.0124
474,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,12,FALSE,1,782,782,16206,17,869,676,70,0.0132,89,75,41,0.0131,42248,27057581.15,2038.50,351,226,56,0.0114
475,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,13,FALSE,1,784,784,16206,17,838,600,61,0.0135,93,75,40,0.0165,42248,24376921.02,1861.83,335,231,48,0.0108
476,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,14,FALSE,1,784,784,16206,16,777,513,55,0.0115,87,72,41,0.0153,42248,22071441.22,1707.61,262,161,47,0.0093
477,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,1,FALSE,1,737,737,16206,17,836,661,47,0.0162,58,39,37,0.0157,42248,183666894.23,10188.94,304,158,39,0.0139
478,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,2,FALSE,1,787,787,16206,16,721,583,52,0.0135,66,48,38,0.0195,42248,137232609.12,8041.37,284,145,42,0.0139
479,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,3,FALSE,1,782,782,16206,17,748,610,56,0.0154,71,44,34,0.0179,42248,107384805.51,6567.14,297,129,37,0.0128
47,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,5,FALSE,1,779,779,16203,16,1359,959,82,0.0146,148,110,53,0.0188,42248,58071587.58,3326.32,497,312,56,0.0151
480,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,4,FALSE,1,774,774,16206,16,772,605,51,0.0152,68,44,37,0.0175,42248,86882066.38,5500.11,283,134,38,0.0131
481,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,5,FALSE,1,793,793,16206,16,831,663,50,0.014,71,52,34,0.0217,42248,72071565.10,4695.79,304,167,41,0.0141
482,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,6,FALSE,1,783,783,16206,16,670,550,54,0.0151,63,53,34,0.0231,42248,60949284.50,4070.06,264,151,40,0.0168
483,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,7,FALSE,1,792,792,16206,16,686,563,56,0.0131,55,43,31,0.0194,42248,52337705.00,3570.91,274,157,37,0.0113
484,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,8,FALSE,1,807,807,16206,16,609,505,51,0.0137,42,33,29,0.0223,42248,45504772.88,3164.61,213,128,31,0.0132
485,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,9,FALSE,1,783,783,16206,17,734,595,55,0.0124,49,39,27,0.0213,42248,39973617.43,2828.31,275,156,37,0.0122
486,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,10,FALSE,1,783,783,16206,16,598,483,50,0.014,44,37,26,0.0214,42248,35421266.98,2546.04,250,161,34,0.0144
487,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,11,FALSE,1,812,812,16206,16,674,555,54,0.0135,61,48,29,0.0167,42248,31621706.59,2306.28,272,183,37,0.0146
488,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,12,FALSE,1,796,796,16206,16,650,546,47,0.0132,68,50,30,0.0157,42248,28412321.20,2100.55,285,169,34,0.0123
489,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,13,FALSE,1,800,800,16206,16,670,528,50,0.0139,67,55,32,0.0204,42248,25673298.83,1922.41,240,150,37,0.0134
48,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,6,FALSE,1,776,776,16203,17,1210,838,67,0.0148,99,72,41,0.0197,42248,45363756.11,2610.36,377,240,57,0.0145
490,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,14,FALSE,1,820,820,16206,16,637,545,50,0.0135,81,55,32,0.0201,42248,23314534.01,1766.95,300,180,36,0.0162
491,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,1,FALSE,1,772,772,16206,17,1647,1112,68,0.0135,102,75,42,0.0162,42248,173783304.10,9698.79,374,240,54,0.0097
492,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,2,FALSE,1,781,781,16206,17,1280,895,74,0.0134,113,76,49,0.0181,42248,122826002.43,7324.08,409,258,53,0.0123
493,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,3,FALSE,1,789,789,16206,17,1227,873,70,0.0135,126,92,43,0.0217,42248,90483105.37,5708.13,407,236,54,0.0127
494,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,4,FALSE,1,777,777,16206,17,1794,1279,71,0.0137,130,84,48,0.0158,42248,68510193.37,4542.08,440,286,57,0.0114
495,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,776,776,16206,17,1480,1034,62,0.0129,93,67,47,0.012,42248,52907088.86,3669.85,375,233,58,0.012
496,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,796,796,16206,16,1172,794,65,0.0128,84,59,51,0.0146,42248,41493433.77,3001.67,344,204,48,0.0089
497,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,807,807,16206,16,1294,868,68,0.0136,118,79,60,0.0169,42248,32964363.19,2480.79,406,246,63,0.0117
498,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,775,775,16206,16,1251,812,68,0.0125,115,81,57,0.0156,42248,26484351.89,2069.05,414,259,60,0.0088
499,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,774,774,16206,16,1506,991,73,0.0132,133,88,57,0.0172,42248,21492924.85,1739.73,430,242,66,0.0101
49,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,7,FALSE,1,769,769,16203,16,1131,799,73,0.0133,113,74,48,0.019,42248,35682873.35,2061.40,373,231,55,0.013
4,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,4,FALSE,1,804,804,16203,16,1122,777,74,0.0137,97,69,38,0.0123,42248,89893860.80,6052.83,385,239,46,0.0108
500,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,10,FALSE,1,789,789,16206,17,1254,859,75,0.0152,121,87,60,0.0173,42248,17601832.06,1473.58,408,264,60,0.0104
501,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,11,FALSE,1,822,822,16206,16,1409,978,70,0.0147,105,73,53,0.0167,42248,14535812.57,1256.49,412,256,54,0.0098
502,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,12,FALSE,1,804,804,16206,16,1008,648,72,0.0152,108,76,54,0.0192,42248,12096195.47,1077.92,406,240,58,0.0101
503,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,13,FALSE,1,777,777,16206,17,1619,1093,61,0.0137,102,68,53,0.0165,42248,10137471.88,929.89,398,252,60,0.0115
504,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,14,FALSE,1,782,782,16206,16,1201,788,71,0.0131,122,80,56,0.0166,42248,8551710.85,806.32,441,269,64,0.0089
505,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,1,FALSE,1,796,796,16206,16,753,591,51,0.0129,71,57,38,0.0206,42248,131467628.69,6983.23,278,157,48,0.0121
506,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,2,FALSE,1,796,796,16206,16,705,570,41,0.0114,93,77,34,0.0204,42248,82280884.24,4626.35,334,194,43,0.013
507,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,3,FALSE,1,794,794,16206,16,807,614,48,0.0114,97,72,37,0.0238,42248,57709025.36,3428.86,283,155,39,0.0095
508,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,4,FALSE,1,780,780,16206,16,826,662,51,0.0107,84,61,38,0.0218,42248,43225664.74,2698.12,338,200,46,0.0138
509,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,5,FALSE,1,802,802,16206,16,749,574,42,0.0116,82,71,29,0.0219,42248,33778449.43,2203.02,296,180,41,0.0125
50,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,8,FALSE,1,760,760,16203,16,1594,1091,79,0.0151,101,68,51,0.0189,42248,28239653.90,1636.95,400,247,63,0.0143
510,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,6,FALSE,1,811,811,16206,16,948,756,47,0.0126,69,55,33,0.0169,42248,27192927.97,1844.85,263,176,51,0.0138
511,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,7,FALSE,1,768,768,16206,16,878,654,44,0.0129,90,60,34,0.0212,42248,22383892.27,1573.97,340,205,45,0.0125
512,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,8,FALSE,1,791,791,16206,16,786,564,49,0.011,91,73,33,0.0215,42248,18749347.55,1362.43,324,182,45,0.0097
513,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,9,FALSE,1,778,778,16206,16,684,486,45,0.0113,79,60,35,0.0214,42248,15928443.65,1193.13,293,161,44,0.0091
514,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,10,FALSE,1,800,800,16206,16,810,587,46,0.013,69,50,32,0.0195,42248,13691870.56,1054.98,289,158,38,0.009
515,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,11,FALSE,1,801,801,16206,16,915,681,49,0.0109,80,61,36,0.0193,42248,11887159.67,940.45,302,195,43,0.0105
516,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,12,FALSE,1,779,779,16206,16,880,652,47,0.011,84,64,34,0.0208,42248,10409212.07,844.22,304,180,45,0.0109
517,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,13,FALSE,1,802,802,16206,16,731,602,49,0.0111,74,60,39,0.0217,42248,9183417.52,762.45,255,152,40,0.0088
518,signed,1,FALSE,TRUE,FALSE,TRUE,none,cor,14,FALSE,1,810,810,16206,16,764,602,47,0.011,70,51,34,0.0195,42248,8155493.70,692.29,277,139,36,0.0076
519,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,1,FALSE,1,793,793,16206,16,942,763,51,0.0143,123,84,45,0.0188,42248,131531406.78,6990.33,343,203,37,0.0081
51,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,9,FALSE,1,757,757,16203,16,1484,1002,79,0.013,82,61,43,0.0162,42248,22473591.56,1306.44,350,228,59,0.0104
520,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,2,FALSE,1,811,811,16206,16,811,658,46,0.0148,116,84,43,0.0233,42248,79193548.20,4417.29,303,208,43,0.009
521,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,3,FALSE,1,811,811,16206,16,986,838,39,0.0125,135,88,45,0.0176,42248,53027127.16,3108.12,341,219,46,0.0104
522,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,4,FALSE,1,790,790,16206,16,905,690,48,0.0152,86,59,46,0.0209,42248,37948998.11,2331.29,261,156,38,0.0089
523,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,5,FALSE,1,782,782,16206,17,1068,781,54,0.0136,151,106,49,0.0199,42248,28410060.18,1823.62,355,193,45,0.0081
524,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,6,FALSE,1,792,792,16206,16,908,657,56,0.0145,137,101,47,0.0174,42248,21974107.75,1469.61,360,198,43,0.009
525,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,7,FALSE,1,792,792,16206,17,917,707,54,0.0137,107,72,43,0.0169,42248,17424600.60,1211.09,318,176,37,0.0091
526,signed,1,FALSE,TRUE,FALSE,TRUE,none,bicor,8,FALSE,1,798,798,16206,16,1044,737,55,0.0139,120,84,45,0.0187,42248,14093159.70,1015.67,353,197,41,0.0063
