id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,leishcyc_total_enriched,unique_leishcyc_terms,num_leishcyc_enriched_modules,mean_leishcyc_pval,total_leishcyc_pval
1249,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,3,FALSE,1,441,441,9122,17,956,403,39,0.0068,4806.6044646835,40,28,33,0.0129,149.362820159174,57258,6,6,4,0.005,20.7247451199114
124,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,12,FALSE,1,432,432,9122,16,965,455,42,0.0071,4690.78416201703,33,25,23,0.0091,140.531808567317,57258,18,18,8,0.0224,44.0806541976199
1250,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,4,FALSE,1,465,465,9122,16,920,374,42,0.0065,4501.771460791,42,28,35,0.0135,148.688724069331,57258,10,10,7,0.0095,30.195043153163
1251,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,5,FALSE,1,457,457,9122,16,955,385,43,0.0072,4598.87677529779,38,25,33,0.0109,152.639785675478,57258,11,11,9,0.0185,30.5227720229596
1252,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,6,FALSE,1,451,451,9122,16,1033,433,45,0.0073,4831.94990860397,46,29,38,0.0123,167.710394735314,57258,8,8,6,0.0095,27.105684082883
1253,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,7,FALSE,1,456,456,9122,17,1032,425,39,0.0072,4910.74738244029,44,26,34,0.0146,151.716356009737,57258,8,8,6,0.0107,18.8094151317746
1254,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,8,FALSE,1,459,459,9122,15,894,407,40,0.0084,4215.29926118942,29,17,27,0.0055,132.442635573041,57258,7,7,5,0.0122,14.9027708148158
1255,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,9,FALSE,1,434,434,9122,16,1058,429,44,0.0077,4833.9954282333,45,28,38,0.0132,155.996917598446,57258,11,11,7,0.008,30.1977256969751
1256,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,10,FALSE,1,425,425,9122,16,1170,477,44,0.0086,5137.77473788845,35,20,31,0.0078,143.603294332868,57258,8,8,6,0.0139,19.7302720348
1257,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,11,FALSE,1,418,418,9122,15,959,408,40,0.0098,4450.31338119709,45,31,35,0.0124,165.133565602279,57258,9,9,6,0.0129,24.8827942293496
1258,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,12,FALSE,1,406,406,9122,16,861,410,36,0.0059,4260.50346803552,31,20,28,0.0096,132.134478749302,57258,9,9,7,0.0117,25.8306887606238
1259,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,13,FALSE,1,379,379,9122,16,873,424,38,0.0049,4882.09961872035,33,21,31,0.0105,141.836242673054,57258,5,5,4,0.0067,15.2428269049392
125,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,13,FALSE,1,434,434,9122,16,997,451,42,0.0062,4884.37190313443,28,20,21,0.0073,130.769903072278,57258,18,18,7,0.0269,42.6136074953203
1260,signed,1,TRUE,TRUE,FALSE,TRUE,limma,bicor,14,FALSE,1,358,358,9122,16,857,380,37,0.007,4395.37950301497,37,24,33,0.011,142.990094461212,57258,8,8,6,0.0155,20.6574355399336
1261,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,1,FALSE,1,450,450,9122,17,929,399,35,0.0061,5084.99822526527,36,25,27,0.0121,147.568557340774,57258,6,6,5,0.0107,23.4057853088513
1262,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,2,FALSE,1,450,450,9122,16,897,416,36,0.0051,4771.07444812454,48,33,32,0.0141,163.393473457662,57258,8,8,5,0.0136,27.609670485453
1263,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,3,FALSE,1,443,443,9122,16,1070,398,33,0.0076,5202.67510564044,42,26,33,0.0153,152.629571931149,57258,7,7,5,0.0148,25.3019586801766
1264,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,4,FALSE,1,442,442,9122,17,984,344,33,0.0063,5237.62853047386,48,29,32,0.0149,164.883531631823,57258,7,7,6,0.0098,27.5712455079298
1265,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,5,FALSE,1,444,444,9122,17,1204,420,38,0.0056,5952.35839796734,54,31,37,0.0123,190.789959244329,57258,8,8,7,0.015,28.3830139109101
1266,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,6,FALSE,1,451,451,9122,16,1012,471,37,0.0061,5688.05563084935,47,30,31,0.0138,172.939768743093,57258,11,11,8,0.0093,39.4466773030295
1267,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,7,FALSE,1,470,470,9122,16,929,440,34,0.0061,5192.63710238789,43,27,29,0.0111,155.124415171296,57258,10,10,6,0.0079,32.227957236338
1268,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,8,FALSE,1,448,448,9122,16,991,419,37,0.0051,5735.05226262362,44,31,30,0.0125,169.780708805586,57258,12,12,9,0.018,32.0526879229295
1269,signed,1,TRUE,TRUE,FALSE,TRUE,limma,spearman,9,FALSE,1,446,446,9122,16,925,373,36,0.0043,5286.87057423251,36,23,30,0.0113,159.254350576747,57258,11,11,9,0.0115,31.4146415695002
126,signed,1,FALSE,FALSE,FALSE,FALSE,combat,cor,14,FALSE,1,433,433,9122,16,926,417,39,0.0068,4609.70544996309,28,19,22,0.0111,124.978291895397,57258,15,14,7,0.0229,38.166391177988
