id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de
841,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,1,FALSE,1,466,466,9828,17,259,179,28,0.0138,928.550998985396,15,12,12,0.0238,34.6749402893502,120126
842,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,2,FALSE,1,445,445,9828,18,303,217,26,0.016,814.128942471536,16,11,13,0.0226,34.6392991861493,120126
843,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,3,FALSE,1,467,467,9828,17,350,256,33,0.0158,938.471270415387,20,15,16,0.0201,43.8003929143859,120126
844,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,4,FALSE,1,471,471,9828,17,272,192,24,0.0127,812.353345900401,17,12,15,0.0229,39.9830131426328,120126
845,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,5,FALSE,1,467,467,9828,17,308,226,29,0.0146,922.798075521044,27,19,22,0.0221,53.8691177141267,120126
846,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,6,FALSE,1,478,478,9828,17,271,180,28,0.014,883.008792145087,20,16,15,0.0177,45.1937630735063,120126
847,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,7,FALSE,1,461,461,9828,17,282,203,28,0.0172,871.074487936084,22,18,17,0.0198,49.3781488595964,120126
848,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,8,FALSE,1,476,476,9828,16,325,218,26,0.0146,918.448774113919,21,16,15,0.019,43.9963609455957,120126
849,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,9,FALSE,1,463,463,9828,16,335,220,27,0.0148,791.249160144444,19,14,16,0.0112,41.1493531834506,120126
84,signed,1,FALSE,FALSE,FALSE,FALSE,limma,bicor,14,FALSE,1,473,473,9828,16,233,187,22,0.0202,485.688567115865,3,3,3,0.0152,5.60770568832742,120126
850,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,10,FALSE,1,471,471,9828,16,358,239,30,0.017,968.736134556364,25,21,18,0.0183,53.2556814537212,120126
