id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval,total_cpdb_pval
3,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,3,FALSE,1,801,801,16204,16,1005,694,66,0.0143,3039.89537984646,95,73,40,0.0156,278.784596714783,42250,110057937.83,7068.77,376,234,47,0.011,1547.51054325404
400,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,8,FALSE,1,796,796,16207,16,913,602,58,0.0111,3062.92661559562,108,82,43,0.0193,281.721272687005,42250,56792721.24,3945.33,344,177,52,0.0126,1316.78895944539
401,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,9,FALSE,1,785,785,16207,16,1059,698,56,0.0122,3472.9239798348,107,76,39,0.0197,281.683647180734,42250,51169382.51,3607.12,310,180,49,0.0116,1292.65462891348
402,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,10,FALSE,1,787,787,16207,16,1086,787,62,0.0102,3715.01420984471,91,67,38,0.0181,250.901919597401,42250,46440439.45,3317.07,327,170,42,0.0126,1290.51731511766
403,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,11,FALSE,1,795,795,16207,16,882,644,74,0.0118,2796.5516846497,119,82,49,0.0211,281.635338390472,42250,42410679.53,3065.54,366,194,52,0.0129,1216.2609568755
404,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,12,FALSE,1,793,793,16207,16,990,686,67,0.0119,3247.00857901256,95,67,47,0.0179,254.614365289043,42250,38938062.69,2845.34,368,168,50,0.0106,1394.48640832258
405,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,13,FALSE,1,820,820,16207,16,970,643,56,0.0125,3218.35240343728,89,59,42,0.0188,225.086787339687,42250,35916656.09,2651.01,372,184,51,0.011,1375.54739886276
406,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor,14,FALSE,1,815,815,16207,16,1073,722,68,0.0116,3476.67773753452,103,65,42,0.0176,252.497921363742,42250,33265785.31,2478.28,419,198,56,0.0124,1463.441071539
407,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,1,FALSE,1,786,786,16207,16,684,485,58,0.0126,2162.60973473332,68,51,37,0.0127,190.345732585811,42250,184260889.76,10324.30,301,145,44,0.0103,1152.69093586924
408,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,2,FALSE,1,784,784,16207,16,818,575,57,0.0113,2612.39092867151,103,80,49,0.0151,279.941027562186,42250,139675974.52,8306.94,351,166,44,0.0108,1390.86177822431
409,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,3,FALSE,1,786,786,16207,16,747,524,60,0.0126,2347.65450871326,85,65,38,0.0142,223.114007332893,42250,111219073.78,6919.00,338,163,47,0.0122,1341.36154443947
40,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,12,FALSE,1,781,781,16204,16,786,585,58,0.0134,2185.10631475618,79,57,39,0.0172,183.317852413583,42250,32165340.57,2756.73,283,190,42,0.0116,937.939544490131
410,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,4,FALSE,1,789,789,16207,16,668,495,51,0.0117,2157.93779992629,86,66,39,0.0171,217.05878940448,42250,91564901.02,5902.56,333,183,43,0.0122,1372.93030349105
411,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,5,FALSE,1,790,790,16207,16,604,427,58,0.0125,1929.75194953816,100,76,39,0.0175,251.417734613367,42250,77211734.21,5124.86,357,186,44,0.0135,1292.80906248372
412,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,6,FALSE,1,798,798,16207,16,661,453,62,0.0137,2074.93171112279,87,67,39,0.0168,227.41750078006,42250,66292656.34,4510.37,330,181,46,0.0126,1367.8295713728
413,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,7,FALSE,1,801,801,16207,16,763,520,66,0.0136,2309.38177567668,98,72,42,0.0153,256.239928132914,42250,57724757.59,4012.69,341,172,50,0.0106,1379.58540118095
414,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,8,FALSE,1,811,811,16207,16,701,475,60,0.013,2145.5508251891,91,68,41,0.014,253.507733355252,42250,50837045.73,3601.68,365,206,42,0.0131,1394.99192548281
415,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,9,FALSE,1,823,823,16207,16,764,530,69,0.0138,2331.68643652216,94,73,42,0.0152,255.993707749063,42250,45191413.21,3256.81,331,174,45,0.0099,1365.07288166624
416,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,10,FALSE,1,823,823,16207,16,732,521,57,0.0113,2376.79737272335,84,62,35,0.0115,234.005581352161,42250,40489488.42,2963.61,301,187,42,0.0129,1016.25972697693
417,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,11,FALSE,1,813,813,16207,16,879,673,61,0.0133,2640.28243438377,87,66,37,0.0191,205.91636936934,42250,36520936.28,2711.54,323,166,39,0.01,1146.56271403216
418,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,12,FALSE,1,813,813,16207,16,884,670,62,0.0132,2631.52267738381,97,72,40,0.0148,248.08484049815,42250,33133176.29,2492.76,373,209,49,0.0117,1210.40375269689
419,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,13,FALSE,1,801,801,16207,16,844,636,66,0.0123,2584.81949476533,94,73,43,0.0151,234.652487093448,42250,30212823.98,2301.29,398,223,48,0.013,1241.23853801447
41,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,13,FALSE,1,795,795,16204,16,835,618,62,0.0157,2166.25966029471,79,59,34,0.0189,177.378618174305,42250,29262936.59,2555.72,295,198,42,0.0128,924.962646086039
420,signed,1,FALSE,TRUE,FALSE,FALSE,limma,bicor,14,FALSE,1,803,803,16207,16,787,563,60,0.0122,2372.55216143805,83,62,39,0.0182,201.990263057718,42250,27673872.25,2132.51,380,225,53,0.0132,1174.79522511922
421,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,1,FALSE,1,778,778,16207,17,643,525,48,0.0171,1481.15777568594,57,45,37,0.0183,133.391992548334,42250,187033911.78,10495.41,216,119,35,0.0179,619.577804326561
422,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,2,FALSE,1,779,779,16207,17,435,339,50,0.015,1058.65845198373,49,40,34,0.0168,114.734158424917,42250,143193244.04,8527.50,248,152,44,0.0185,621.057465179069
423,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,3,FALSE,1,746,746,16207,17,430,315,49,0.0165,1066.07578072753,55,40,37,0.0184,128.908928512456,42250,114903527.54,7152.17,236,118,40,0.0162,646.358664117388
424,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,4,FALSE,1,763,763,16207,17,514,384,52,0.017,1216.82617168103,60,48,38,0.0193,138.737938987075,42250,95230086.44,6135.51,256,122,38,0.0157,635.129743723557
425,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,5,FALSE,1,764,764,16207,17,479,396,50,0.0155,1213.92147204395,56,46,34,0.0217,129.809702443599,42250,80792485.38,5352.67,243,151,42,0.0168,679.547602386211
426,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,6,FALSE,1,787,787,16207,16,585,475,53,0.0169,1516.45818241005,62,47,33,0.018,138.941626781569,42250,69766568.54,4731.13,276,165,42,0.0179,663.871717428455
427,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,7,FALSE,1,784,784,16207,16,622,506,55,0.0169,1510.86483377065,61,46,32,0.0186,136.017482744444,42250,61086068.23,4225.83,244,136,37,0.0159,617.870006467645
428,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,8,FALSE,1,786,786,16207,16.5,671,548,54,0.0163,1708.08083026133,61,45,33,0.0153,146.706060121993,42250,54086869.03,3807.24,266,157,39,0.0146,683.463489230177
429,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,9,FALSE,1,778,778,16207,16,590,482,55,0.0164,1483.53066647488,66,53,32,0.0229,140.036443312786,42250,48333726.58,3455.11,250,131,36,0.0169,611.297277941827
42,signed,1,FALSE,FALSE,FALSE,FALSE,none,spearman,14,FALSE,1,774,774,16204,17,763,526,51,0.0137,2167.27759851712,86,66,38,0.0225,184.011176831024,42250,26750092.60,2377.87,318,199,43,0.0144,935.747417033351
430,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,10,FALSE,1,764,764,16207,17,458,360,48,0.0157,1139.79861209411,57,44,36,0.018,125.609914707702,42250,43529366.22,3155.11,241,109,42,0.0131,643.28971278367
431,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,11,FALSE,1,787,787,16207,16,627,529,55,0.0149,1623.53576782641,71,56,38,0.0223,148.461574367513,42250,39463740.21,2896.74,260,152,39,0.0134,703.054675209917
432,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,12,FALSE,1,775,775,16207,16,487,420,53,0.0177,1127.2489037798,54,41,41,0.0188,118.11263800845,42250,35984180.56,2672.14,252,119,39,0.0135,683.549624037068
433,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,13,FALSE,1,786,786,16207,17,547,443,52,0.0153,1377.43222213342,82,64,49,0.0206,164.569845287752,42250,32977047.29,2475.31,284,152,41,0.0146,785.508329011773
434,signed,1,FALSE,TRUE,FALSE,FALSE,limma,spearman,14,FALSE,1,769,769,16207,16,653,532,56,0.0146,1724.12106794578,58,44,40,0.0203,123.556237503705,42250,30356011.07,2301.58,289,164,46,0.0179,772.374236236152
435,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,1,FALSE,1,799,799,16207,16,927,621,63,0.0123,3151.28250901424,59,41,32,0.0149,190.653160738997,42250,183686943.91,10336.44,337,187,49,0.0116,1435.27315096235
436,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,786,786,16207,16,948,638,61,0.0111,3202.65469628566,90,59,38,0.0153,245.353174321884,42250,139120020.82,8319.50,343,216,52,0.0134,1477.9852699216
437,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,819,819,16207,16,1079,740,60,0.0109,3615.36365934616,139,95,42,0.0196,332.279609197535,42250,110006770.13,6886.66,374,234,56,0.0133,1569.83719909294
438,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,793,793,16207,16,937,630,65,0.0123,3001.72607085415,88,65,34,0.0171,246.034987040807,42250,89174554.27,5797.78,317,188,46,0.0103,1443.46276062333
439,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,803,803,16207,16,896,604,67,0.013,2882.34519595485,92,68,39,0.0171,215.749851077913,42250,73476836.29,4939.46,334,208,56,0.012,1273.91586381935
43,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,1,FALSE,1,783,783,16204,16,1490,1007,80,0.0143,4290.07013014962,152,104,56,0.0183,347.328616392718,42250,178756022.83,9738.54,412,248,53,0.0109,1569.11966960824
440,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,787,787,16207,16,937,672,63,0.0125,2931.44961783872,81,62,34,0.0201,190.006858213493,42250,61287578.60,4248.01,327,216,48,0.0134,1227.43237908535
441,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,767,767,16207,17,831,575,55,0.0138,2637.73581643933,101,67,39,0.0167,228.160827793507,42250,51637776.13,3682.63,309,187,55,0.011,1217.00421135866
442,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,787,787,16207,16,991,680,73,0.0123,3125.20618133977,114,79,41,0.0167,295.939723478415,42250,43889251.33,3214.92,374,220,53,0.0125,1511.37265099729
443,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,791,791,16207,16,877,551,57,0.0127,2866.81662713614,133,110,32,0.0187,287.079856142461,42250,37595050.56,2824.19,352,220,47,0.0145,1426.9952918023
444,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,794,794,16207,16,956,596,66,0.0107,3222.44727657398,124,90,36,0.0164,297.267458019293,42250,32430478.63,2494.90,341,198,48,0.011,1545.222320647
445,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,777,777,16207,16,1036,640,64,0.0118,3378.17244339349,106,71,39,0.0169,287.195397427621,42250,28154178.23,2215.18,333,210,44,0.011,1542.63921826728
446,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,12,FALSE,1,790,790,16207,16,876,576,67,0.0121,2757.59958589007,78,50,33,0.0204,178.932807046379,42250,24583841.13,1975.87,326,183,53,0.0124,1230.37475561446
447,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,13,FALSE,1,789,789,16207,16,832,556,60,0.0109,2820.66811767687,90,61,32,0.015,247.093450750657,42250,21580020.65,1769.76,304,171,43,0.0092,1292.28137545252
448,signed,1,FALSE,TRUE,FALSE,FALSE,limma,cor-dist,14,FALSE,1,800,800,16207,16,725,503,62,0.0113,2427.18069753864,75,59,37,0.0179,172.326412915431,42250,19034899.45,1591.17,291,178,50,0.0093,1179.93303109526
449,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,1,FALSE,1,789,789,16207,16,1115,760,62,0.0144,3162.80213084345,115,73,45,0.0157,286.24520149158,42250,182331779.70,10136.27,381,213,48,0.0078,1499.88078402378
44,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,2,FALSE,1,751,751,16204,17,1253,878,78,0.0135,3572.45710145617,96,74,46,0.0131,240.610196802365,42250,130113961.75,7264.76,441,247,61,0.009,1474.69892985124
450,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,2,FALSE,1,774,774,16207,17,1073,754,66,0.0139,3275.02582464853,112,81,47,0.0164,296.719877537816,42250,137370529.55,8078.37,392,236,53,0.0083,1546.61686509053
451,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,3,FALSE,1,763,763,16207,17,1198,876,64,0.0117,3786.33707255861,114,77,42,0.0165,324.21750098377,42250,109048339.35,6698.25,369,225,45,0.0092,1415.7955677578
452,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,4,FALSE,1,758,758,16207,17,1250,907,66,0.0121,4044.95328800506,121,82,45,0.0168,329.758255373183,42250,89695223.96,5706.18,351,211,49,0.0083,1472.36938924085
453,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,5,FALSE,1,772,772,16207,17,1261,837,76,0.0123,3843.18286387648,84,62,43,0.0131,256.663465587423,42250,75682790.41,4957.35,408,234,57,0.0073,1761.49351865457
454,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,6,FALSE,1,768,768,16207,16,1227,875,70,0.011,3886.88751939815,121,79,47,0.0151,320.950099748815,42250,65094938.74,4371.30,376,230,50,0.009,1489.30108964481
455,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,7,FALSE,1,774,774,16207,16,1171,797,69,0.0111,3719.82025710907,86,56,44,0.0146,246.042748727101,42250,56830083.18,3899.76,346,191,52,0.0074,1511.66160111503
456,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,8,FALSE,1,778,778,16207,16,1344,984,74,0.0123,4131.79520616887,91,61,44,0.0129,260.629771312617,42250,50211430.79,3511.95,419,243,61,0.0076,1761.39461430925
457,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,9,FALSE,1,780,780,16207,16,1266,862,68,0.0122,3874.16165987035,118,84,48,0.014,316.175271748396,42250,44800680.82,3187.33,432,262,51,0.008,1768.77270941537
458,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,10,FALSE,1,784,784,16207,16,1419,918,77,0.0121,4295.94878752768,102,68,43,0.0134,307.740000494464,42250,40301663.20,2911.62,468,287,58,0.0095,1780.73981154494
459,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,11,FALSE,1,779,779,16207,16,1302,855,67,0.0123,3908.24679890634,113,74,47,0.0166,305.154054624656,42250,36507152.42,2674.58,409,239,51,0.0108,1596.37843937723
45,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,3,FALSE,1,767,767,16204,17,1877,1232,76,0.0138,5392.43583070139,143,97,52,0.0164,332.226900776629,42250,97887486.00,5533.29,443,274,48,0.0114,1579.3035695303
460,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,12,FALSE,1,766,766,16207,17,1266,848,71,0.0114,3925.9958223095,101,67,39,0.0121,300.312734443206,42250,33267883.79,2468.66,412,242,54,0.0084,1651.27383240418
461,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,13,FALSE,1,777,777,16207,16,1128,746,61,0.0117,3486.45112640886,101,71,40,0.0125,306.920433794845,42250,30473668.17,2288.17,417,243,48,0.0079,1662.23946647157
462,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor,14,FALSE,1,774,774,16207,16,1110,811,74,0.0125,3198.1627530927,100,64,42,0.0123,309.00729480039,42250,28041431.43,2128.74,471,280,64,0.0106,1666.16233025725
463,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,1,FALSE,1,782,782,16207,17,1167,869,65,0.0112,3789.2937667383,86,65,40,0.0168,212.884648177207,42250,181672562.50,10087.75,420,268,56,0.013,1657.22265906375
464,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,2,FALSE,1,773,773,16207,17,973,718,65,0.0118,3227.39855490911,78,56,37,0.0149,195.745447462653,42250,134873859.03,7926.66,350,234,56,0.0138,1409.33602426583
465,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,3,FALSE,1,790,790,16207,16,884,714,65,0.0135,3023.48145349682,85,58,37,0.0177,197.650396907395,42250,105079634.31,6459.03,366,254,55,0.0129,1410.86576425905
466,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,4,FALSE,1,773,773,16207,16,852,691,60,0.0127,2966.80066625872,70,55,33,0.0146,183.792146435257,42250,84721026.59,5401.78,332,214,50,0.0124,1372.98820074946
467,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,5,FALSE,1,783,783,16207,16,962,704,66,0.0148,2862.16084769088,87,63,40,0.0162,223.861617806545,42250,70059651.91,4606.34,408,249,54,0.0129,1614.89814985964
468,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,6,FALSE,1,774,774,16207,16,1107,866,74,0.0147,3426.76247067613,91,66,40,0.0193,211.846182922513,42250,59071642.63,3987.82,376,221,49,0.0124,1537.71099709034
469,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,7,FALSE,1,777,777,16207,16,876,693,70,0.0136,2911.32030418599,74,59,40,0.018,183.158538762532,42250,50577263.31,3494.34,391,241,49,0.0124,1563.67345915938
46,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,4,FALSE,1,784,784,16204,17,1508,1025,79,0.0143,4374.28347751724,113,79,52,0.0167,260.891184842453,42250,74973457.89,4270.14,415,259,55,0.0118,1326.01651127666
470,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,8,FALSE,1,795,795,16207,16,945,735,66,0.0141,3017.9448119989,83,64,37,0.0153,206.123653652705,42250,43846480.95,3092.45,296,199,46,0.011,1288.83126374673
471,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,9,FALSE,1,781,781,16207,16,935,713,76,0.0144,2964.22182884632,68,55,34,0.0169,178.932463627431,42250,38405013.73,2759.60,312,216,49,0.0114,1209.196541877
472,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,10,FALSE,1,776,776,16207,16,820,602,68,0.0134,2774.75694393205,72,61,33,0.0118,202.29114364999,42250,33932148.61,2480.05,327,217,47,0.0108,1351.35921324075
473,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,11,FALSE,1,784,784,16207,16,822,596,65,0.0151,2662.57924041105,66,53,29,0.01,191.087610580692,42250,30203670.63,2242.47,320,223,53,0.0121,1288.61098362324
474,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,12,FALSE,1,785,785,16207,17,909,710,74,0.0135,2908.39714665591,89,72,38,0.013,235.915591647114,42250,27058368.37,2038.49,360,234,53,0.0111,1417.72513044428
475,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,13,FALSE,1,789,789,16207,16,890,653,65,0.0118,2984.12570350841,85,66,40,0.0168,205.489198228683,42250,24377526.84,1861.82,367,256,52,0.0122,1395.98716387313
476,signed,1,FALSE,TRUE,FALSE,FALSE,combat,bicor,14,FALSE,1,779,779,16207,16,771,511,58,0.0114,2705.455053752,92,73,41,0.0155,219.655925608617,42250,22071907.50,1707.61,276,175,46,0.0107,1225.47731550055
477,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,1,FALSE,1,775,775,16207,16,890,681,51,0.016,2231.12208857132,77,48,40,0.0187,167.347508119926,42250,183688626.20,10188.90,313,145,40,0.0141,988.000242917779
478,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,2,FALSE,1,801,801,16207,16,758,598,53,0.0146,2040.04562588565,71,55,38,0.0195,158.972319927866,42250,137247375.01,8041.30,309,168,44,0.0147,1029.80629675336
479,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,3,FALSE,1,764,764,16207,17,742,607,51,0.0147,1993.9395877077,53,38,34,0.0145,124.93532246366,42250,107394898.94,6567.06,311,153,44,0.0136,960.835550371987
47,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,5,FALSE,1,789,789,16204,16,1240,836,87,0.0142,3539.13565573245,144,104,55,0.0188,322.549235026453,42250,58078103.10,3326.32,512,305,56,0.0141,1563.48225426862
480,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,4,FALSE,1,781,781,16207,16,680,532,53,0.0144,1809.14420001075,63,47,35,0.0183,137.869400282126,42250,86888957.40,5500.00,311,147,41,0.0121,1017.36591021871
481,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,5,FALSE,1,799,799,16207,16,815,682,50,0.0131,2314.20192008391,66,52,35,0.0156,162.155317468817,42250,72076224.10,4695.68,270,152,41,0.0134,901.377662296869
482,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,6,FALSE,1,798,798,16207,16,656,529,53,0.015,1814.47564888171,69,54,34,0.0192,149.692450613679,42250,60952367.42,4069.94,263,152,42,0.0168,819.811195821126
483,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,7,FALSE,1,790,790,16207,16,905,786,59,0.0147,2355.43152808319,50,42,27,0.0196,108.659394415143,42250,52339663.92,3570.79,217,134,32,0.0115,757.567057213503
484,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,8,FALSE,1,789,789,16207,16,608,515,51,0.0151,1666.43069754606,47,39,33,0.0238,96.7930074437119,42250,45505924.43,3164.48,233,143,36,0.0134,751.691579068347
485,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,9,FALSE,1,788,788,16207,17,717,606,57,0.0145,1948.26457233034,57,44,29,0.0174,132.575130990615,42250,39974186.43,2828.18,278,157,40,0.0132,904.766141345873
486,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,10,FALSE,1,788,788,16207,16,570,464,47,0.0128,1676.55382015044,54,43,28,0.0188,118.968959390894,42250,35421414.92,2545.91,247,137,34,0.0113,816.712030410369
487,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,11,FALSE,1,804,804,16207,16,795,636,54,0.0151,2037.62822679865,65,52,29,0.0183,145.982770927613,42250,31621550.59,2306.17,249,157,33,0.0123,821.402494385474
488,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,12,FALSE,1,811,811,16207,15,684,559,49,0.0133,1927.34657918186,60,48,33,0.018,142.647608525339,42250,28411946.96,2100.43,278,166,36,0.0125,936.418878910247
489,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,13,FALSE,1,786,786,16207,16,706,559,55,0.0133,1970.21131174246,64,52,32,0.0175,149.291278634844,42250,25672769.48,1922.30,270,176,38,0.0147,879.737666625278
48,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,6,FALSE,1,778,778,16204,17,1371,946,67,0.0143,4005.90222429548,88,61,41,0.0194,195.275484014033,42250,45368659.77,2610.36,349,223,54,0.0137,1094.86751574886
490,signed,1,FALSE,TRUE,FALSE,FALSE,combat,spearman,14,FALSE,1,822,822,16207,16,721,567,52,0.0143,1825.50541424336,78,57,36,0.0194,165.907628457727,42250,23313896.32,1766.85,330,190,44,0.0126,933.580522215033
491,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,1,FALSE,1,770,770,16207,17,1645,1110,67,0.0135,4939.91532943789,102,75,42,0.0162,261.319586820511,42250,173804318.92,9698.78,374,240,54,0.0097,1569.62388580184
492,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,2,FALSE,1,781,781,16207,17,1280,895,74,0.0134,3936.74005186683,113,76,49,0.0181,262.003282209332,42250,122839975.83,7324.07,409,258,53,0.0123,1562.27449411736
493,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,3,FALSE,1,785,785,16207,17,1310,967,74,0.0134,4035.93485508423,120,87,42,0.0217,263.598519245648,42250,90492548.25,5708.12,407,237,56,0.0129,1548.66444663062
494,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,4,FALSE,1,776,776,16207,17,1794,1279,71,0.0137,5368.59884199124,131,85,49,0.0157,327.127145538128,42250,68516648.63,4542.07,440,286,57,0.0114,1676.73615586233
495,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,5,FALSE,1,769,769,16207,17,1340,936,58,0.0123,4160.6055526154,88,64,43,0.0113,242.711687048237,42250,52911542.27,3669.84,373,231,57,0.0119,1512.12875525633
496,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,6,FALSE,1,797,797,16207,16,1172,794,65,0.0128,3532.09372743454,84,59,51,0.0146,227.822235417072,42250,41496530.43,3001.66,344,204,48,0.0089,1452.28480345837
497,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,7,FALSE,1,799,799,16207,16,1291,865,66,0.0136,3696.15112912574,117,78,59,0.0168,285.629032864657,42250,32966531.88,2480.78,405,245,62,0.0116,1582.60409250448
498,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,8,FALSE,1,789,789,16207,16,1292,839,64,0.0132,3763.77177466514,103,82,54,0.0153,266.267416677302,42250,26485880.85,2069.04,408,256,57,0.0096,1569.58687427691
499,signed,1,FALSE,TRUE,FALSE,FALSE,combat,cor-dist,9,FALSE,1,773,773,16207,16,1502,987,72,0.0131,4167.49694318816,136,90,58,0.017,330.390304242314,42250,21494009.57,1739.72,430,242,66,0.0101,1630.15729131183
49,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor-dist,7,FALSE,1,774,774,16204,16,1251,895,78,0.0142,3795.74145061615,116,78,47,0.0176,267.061703547959,42250,35686584.38,2061.40,368,231,56,0.0116,1313.40096167861
4,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,4,FALSE,1,804,804,16204,16,1126,781,75,0.0137,3439.56334322519,97,69,38,0.0123,285.497330740209,42250,89901004.77,6052.83,386,240,47,0.0108,1502.54697969039
